"","time","x","y","z"
"124",24.6,1.0035449703255,0.563520308699164,0.562307764106801
"125",24.8,1.00318138806158,0.563664978636354,0.562541456082433
"126",25,1.00281390124453,0.563786900880076,0.562756874417535
"127",25.2,1.00244650028305,0.563886586717966,0.562953253022421
"128",25.4,1.00208287021512,0.56396473271528,0.563130073451426
"129",25.6,1.00172636317198,0.564022206001239,0.563287061143556
"130",25.8,1.0013800092798,0.564060011879072,0.563424155235544
"131",26,1.00104650508282,0.564079277615866,0.563541498716442
"132",26.2,1.00072820790092,0.564081232719729,0.563639423775316
"133",26.4,1.00042715069736,0.564067186253977,0.563718428509418
"134",26.6,1.00014502735667,0.564038511708734,0.56377916897519
"135",26.8,0.999883189823967,0.563996628500526,0.563822444607811
"136",27,0.999642698985165,0.5639429750807,0.563849160151568
"137",27.2,0.999424318401782,0.563878998324835,0.563860318662397
"138",27.4,0.99922852908525,0.563806137983493,0.563857003885052
"139",27.6,0.999055547565534,0.563725811937384,0.563840362290067
"140",27.8,0.998905344676479,0.563639403476536,0.563811586484531
"141",28,0.998777665024501,0.563548249888069,0.563771899489439
"142",28.2,0.998672047232483,0.563453632431494,0.563722539934283
"143",28.4,0.998587844667108,0.563356767703799,0.563664748239679
"144",28.6,0.998524246394807,0.563258800366886,0.56359975386932
"145",28.8,0.998480298134786,0.563160797197792,0.563528763700511
"146",29,0.998454922994875,0.563063742417862,0.563452951543828
"147",29.2,0.998446941780827,0.562968534243422,0.563373448838348
"148",29.4,0.998455092713755,0.562875982584693,0.563291336518331
"149",29.6,0.998478050125657,0.56278680783376,0.563207638136774
"150",29.8,0.998514443954599,0.562701640567251,0.563123313535934
"151",30,0.998562875643525,0.562621022409418,0.56303925466034
